"V1" "V2" "V3" "V4"
"1265" "CST2" "GO:0005615" "extracellular space" "That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"1266" "CST2" "GO:2000117" "negative regulation of cysteine-type endopeptidase activity" "Any process that stops, prevents, or reduces the frequency, rate or extent of cysteine-type endopeptidase activity."
"1267" "MTRNR2L3" "GO:0005576" "extracellular region" "The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"1268" "MTRNR2L3" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"1269" "MYBL2" "GO:0000978" "RNA polymerase II core promoter proximal region sequence-specific DNA binding" "Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II."
"1270" "MYBL2" "GO:0000981" "RNA polymerase II transcription factor activity, sequence-specific DNA binding" "Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription by RNA polymerase II. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"1271" "MYBL2" "GO:0001077" "transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding" "Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II (RNAP II) in order to activate or increase the frequency, rate or extent of transcription from the RNAP II promoter."
"1272" "MYBL2" "GO:0001135" "transcription factor activity, RNA polymerase II transcription factor recruiting" "The function of binding to an RNA polymerase II (RNAP II) transcription factor and recruiting it to the transcription machinery complex in order to modulate transcription by RNAP II."
"1273" "MYBL2" "GO:0003700" "transcription factor activity, sequence-specific DNA binding" "Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"1274" "MYBL2" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1275" "MYBL2" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"1276" "MYBL2" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"1277" "MYBL2" "GO:0006357" "regulation of transcription from RNA polymerase II promoter" "Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"1278" "MYBL2" "GO:0006366" "transcription from RNA polymerase II promoter" "The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."
"1279" "MYBL2" "GO:0030154" "cell differentiation" "The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"1280" "MYBL2" "GO:0031523" "Myb complex" "A multisubunit complex consisting of Myb and other proteins that regulates site specific DNA replication, gene amplification and transcriptional repression."
"1281" "MYBL2" "GO:0043525" "positive regulation of neuron apoptotic process" "Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process."
"1282" "MYBL2" "GO:0045944" "positive regulation of transcription from RNA polymerase II promoter" "Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"1283" "MYBL2" "GO:0051726" "regulation of cell cycle" "Any process that modulates the rate or extent of progression through the cell cycle."
"1284" "MYBL2" "GO:0090307" "mitotic spindle assembly" "The aggregation, arrangement and bonding together of a set of components to form the spindle that contributes to the process of mitosis."
"1285" "MYBL2" "GO:1990830" "cellular response to leukemia inhibitory factor" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leukemia inhibitory factor stimulus."
"1286" "CTSA" "GO:0004180" "carboxypeptidase activity" "Catalysis of the hydrolysis of the terminal or penultimate peptide bond at the C-terminal end of a peptide or polypeptide."
"1287" "CTSA" "GO:0004185" "serine-type carboxypeptidase activity" "Catalysis of the hydrolysis of a peptide bond not more than three residues from the C-terminus of a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"1288" "CTSA" "GO:0004308" "exo-alpha-sialidase activity" "Catalysis of the hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates."
"1289" "CTSA" "GO:0005576" "extracellular region" "The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"1290" "CTSA" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"1291" "CTSA" "GO:0005764" "lysosome" "A small lytic vacuole that has cell cycle-independent morphology and is found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."
"1292" "CTSA" "GO:0005783" "endoplasmic reticulum" "The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
